,Order ID,Product,Quantity Ordered,Price Each,Order Date1,Street,city,Address,Total_price
87524,233251,Wired Headphones,1.0,11.99,07/18/19,801 River St, New York City, NY 10001,11.99
87525,233252,34in Ultrawide Monitor,1.0,379.99,07/15/19,90 Adams St, New York City, NY 10001,379.99
87526,233253,20in Monitor,1.0,109.99,07/12/19,451 2nd St, New York City, NY 10001,109.99
87527,233254,Apple Airpods Headphones,1.0,150.0,07/03/19,793 Wilson St, Atlanta, GA 30301,150.0
87528,233255,Lightning Charging Cable,1.0,14.95,07/03/19,499 12th St, San Francisco, CA 94016,14.95
87529,233256,Macbook Pro Laptop,1.0,1700.0,07/13/19,469 Elm St, San Francisco, CA 94016,1700.0
87530,233257,27in 4K Gaming Monitor,1.0,389.99,07/05/19,48 13th St, Seattle, WA 98101,389.99
87531,233258,Macbook Pro Laptop,1.0,1700.0,07/24/19,81 13th St, San Francisco, CA 94016,1700.0
87532,233259,AAA Batteries (4-pack),1.0,2.99,07/10/19,59 Hill St, San Francisco, CA 94016,2.99
87533,233260,AAA Batteries (4-pack),1.0,2.99,07/11/19,677 11th St, Seattle, WA 98101,2.99
87534,233261,USB-C Charging Cable,2.0,11.95,07/07/19,34 Chestnut St, San Francisco, CA 94016,23.9
87535,233262,Bose SoundSport Headphones,1.0,99.99,07/14/19,753 North St, San Francisco, CA 94016,99.99
87536,233263,USB-C Charging Cable,1.0,11.95,07/08/19,240 Hickory St, San Francisco, CA 94016,11.95
87537,233264,USB-C Charging Cable,2.0,11.95,07/16/19,110 Spruce St, Los Angeles, CA 90001,23.9
87538,233265,AA Batteries (4-pack),1.0,3.84,07/04/19,741 West St, Dallas, TX 75001,3.84
87539,233266,34in Ultrawide Monitor,1.0,379.99,07/07/19,883 Forest St, Boston, MA 02215,379.99
87540,233267,AA Batteries (4-pack),1.0,3.84,07/02/19,843 River St, Los Angeles, CA 90001,3.84
87541,233268,27in 4K Gaming Monitor,1.0,389.99,07/09/19,897 River St, San Francisco, CA 94016,389.99
87542,233269,USB-C Charging Cable,1.0,11.95,07/25/19,99 Lakeview St, San Francisco, CA 94016,11.95
87543,233270,USB-C Charging Cable,2.0,11.95,07/03/19,354 Cedar St, Austin, TX 73301,23.9
87544,233271,USB-C Charging Cable,2.0,11.95,07/13/19,230 Jefferson St, Austin, TX 73301,23.9
87545,233272,Bose SoundSport Headphones,1.0,99.99,07/18/19,894 5th St, San Francisco, CA 94016,99.99
87546,233273,Lightning Charging Cable,1.0,14.95,07/25/19,859 9th St, Seattle, WA 98101,14.95
87547,233274,Wired Headphones,1.0,11.99,07/09/19,644 8th St, San Francisco, CA 94016,11.99
87548,233275,Lightning Charging Cable,1.0,14.95,07/13/19,197 Forest St, Atlanta, GA 30301,14.95
87549,233276,Lightning Charging Cable,1.0,14.95,07/08/19,139 Madison St, Dallas, TX 75001,14.95
87550,233277,Wired Headphones,1.0,11.99,07/28/19,203 7th St, Los Angeles, CA 90001,11.99
87551,233278,AAA Batteries (4-pack),3.0,2.99,07/08/19,575 Lincoln St, Portland, OR 97035,8.97
87552,233279,AAA Batteries (4-pack),2.0,2.99,07/12/19,918 12th St, San Francisco, CA 94016,5.98
87553,233280,iPhone,1.0,700.0,07/25/19,137 Cherry St, Portland, OR 97035,700.0
87554,233280,Lightning Charging Cable,1.0,14.95,07/25/19,137 Cherry St, Portland, OR 97035,14.95
87555,233281,AAA Batteries (4-pack),1.0,2.99,07/12/19,224 Meadow St, Boston, MA 02215,2.99
87556,233282,USB-C Charging Cable,1.0,11.95,07/02/19,145 Lincoln St, San Francisco, CA 94016,11.95
87557,233283,ThinkPad Laptop,1.0,999.99,07/22/19,106 Johnson St, San Francisco, CA 94016,999.99
87558,233283,Bose SoundSport Headphones,1.0,99.99,07/22/19,106 Johnson St, San Francisco, CA 94016,99.99
87559,233284,34in Ultrawide Monitor,1.0,379.99,07/21/19,301 River St, Austin, TX 73301,379.99
87560,233285,Apple Airpods Headphones,1.0,150.0,07/27/19,620 9th St, Atlanta, GA 30301,150.0
87561,233286,Lightning Charging Cable,1.0,14.95,07/18/19,431 Cherry St, Portland, ME 04101,14.95
87562,233287,Lightning Charging Cable,1.0,14.95,07/29/19,214 Jefferson St, San Francisco, CA 94016,14.95
87563,233288,Wired Headphones,1.0,11.99,07/05/19,611 2nd St, Austin, TX 73301,11.99
87564,233289,AA Batteries (4-pack),1.0,3.84,07/03/19,288 Sunset St, Los Angeles, CA 90001,3.84
87565,233290,Bose SoundSport Headphones,1.0,99.99,07/17/19,914 River St, New York City, NY 10001,99.99
87566,233291,Lightning Charging Cable,2.0,14.95,07/21/19,622 Madison St, Dallas, TX 75001,29.9
87567,233292,AAA Batteries (4-pack),1.0,2.99,07/12/19,433 North St, New York City, NY 10001,2.99
87568,233293,Wired Headphones,1.0,11.99,07/14/19,65 5th St, Seattle, WA 98101,11.99
87569,233294,USB-C Charging Cable,1.0,11.95,07/10/19,701 Park St, New York City, NY 10001,11.95
87570,233295,Apple Airpods Headphones,1.0,150.0,07/06/19,536 Park St, San Francisco, CA 94016,150.0
87571,233296,Apple Airpods Headphones,1.0,150.0,07/04/19,973 Willow St, New York City, NY 10001,150.0
87572,233297,ThinkPad Laptop,1.0,999.99,07/25/19,197 Center St, Austin, TX 73301,999.99
87573,233298,20in Monitor,1.0,109.99,07/14/19,524 Lakeview St, Boston, MA 02215,109.99
87574,233299,Bose SoundSport Headphones,1.0,99.99,07/19/19,380 Maple St, New York City, NY 10001,99.99
87575,233300,Wired Headphones,1.0,11.99,07/22/19,136 South St, Portland, OR 97035,11.99
87576,233301,Bose SoundSport Headphones,1.0,99.99,07/03/19,144 Church St, Seattle, WA 98101,99.99
87577,233302,Lightning Charging Cable,1.0,14.95,07/09/19,37 Spruce St, Austin, TX 73301,14.95
87578,233303,Lightning Charging Cable,1.0,14.95,07/20/19,79 4th St, Boston, MA 02215,14.95
87579,233304,ThinkPad Laptop,1.0,999.99,07/21/19,768 6th St, San Francisco, CA 94016,999.99
87580,233305,AA Batteries (4-pack),3.0,3.84,07/10/19,18 Dogwood St, Los Angeles, CA 90001,11.52
87581,233306,Google Phone,1.0,600.0,07/01/19,127 4th St, New York City, NY 10001,600.0
87582,233307,34in Ultrawide Monitor,1.0,379.99,07/08/19,541 Lake St, Portland, OR 97035,379.99
87583,233308,Bose SoundSport Headphones,1.0,99.99,07/12/19,339 14th St, San Francisco, CA 94016,99.99
87584,233309,20in Monitor,1.0,109.99,07/27/19,120 4th St, Los Angeles, CA 90001,109.99
87585,233310,AAA Batteries (4-pack),4.0,2.99,07/22/19,126 Cherry St, San Francisco, CA 94016,11.96
87586,233311,Apple Airpods Headphones,1.0,150.0,07/04/19,864 Dogwood St, Atlanta, GA 30301,150.0
87587,233312,34in Ultrawide Monitor,1.0,379.99,07/10/19,174 6th St, San Francisco, CA 94016,379.99
87588,233313,27in 4K Gaming Monitor,1.0,389.99,07/19/19,471 Ridge St, Portland, OR 97035,389.99
87589,233314,Lightning Charging Cable,1.0,14.95,07/18/19,237 4th St, Boston, MA 02215,14.95
87590,233315,Bose SoundSport Headphones,1.0,99.99,07/10/19,783 Dogwood St, Atlanta, GA 30301,99.99
87591,233316,Macbook Pro Laptop,1.0,1700.0,07/28/19,231 2nd St, Boston, MA 02215,1700.0
87592,233317,34in Ultrawide Monitor,1.0,379.99,07/31/19,805 Lake St, New York City, NY 10001,379.99
87593,233318,Apple Airpods Headphones,1.0,150.0,07/29/19,567 Pine St, Portland, ME 04101,150.0
87594,233319,27in 4K Gaming Monitor,1.0,389.99,07/28/19,95 Lakeview St, Boston, MA 02215,389.99
87595,233320,34in Ultrawide Monitor,1.0,379.99,07/17/19,323 Main St, Los Angeles, CA 90001,379.99
87596,233321,iPhone,1.0,700.0,07/27/19,73 Church St, Dallas, TX 75001,700.0
87597,233322,AA Batteries (4-pack),3.0,3.84,07/11/19,41 9th St, Los Angeles, CA 90001,11.52
87598,233323,AA Batteries (4-pack),1.0,3.84,07/09/19,252 Willow St, San Francisco, CA 94016,3.84
87599,233324,Wired Headphones,1.0,11.99,07/18/19,487 11th St, Austin, TX 73301,11.99
87600,233325,AAA Batteries (4-pack),1.0,2.99,07/10/19,852 Madison St, Los Angeles, CA 90001,2.99
87601,233326,34in Ultrawide Monitor,1.0,379.99,07/12/19,704 6th St, Boston, MA 02215,379.99
87602,233327,Wired Headphones,1.0,11.99,07/02/19,510 Johnson St, Los Angeles, CA 90001,11.99
87603,233328,Lightning Charging Cable,1.0,14.95,07/27/19,740 6th St, San Francisco, CA 94016,14.95
87604,233329,Bose SoundSport Headphones,1.0,99.99,07/05/19,176 Madison St, Dallas, TX 75001,99.99
87605,233330,Lightning Charging Cable,1.0,14.95,07/02/19,403 4th St, Portland, OR 97035,14.95
87606,233331,USB-C Charging Cable,1.0,11.95,07/07/19,316 Jefferson St, New York City, NY 10001,11.95
87607,233332,AAA Batteries (4-pack),3.0,2.99,07/09/19,773 Lakeview St, San Francisco, CA 94016,8.97
87608,233333,AA Batteries (4-pack),1.0,3.84,07/07/19,935 Maple St, New York City, NY 10001,3.84
87609,233334,USB-C Charging Cable,1.0,11.95,07/04/19,8 Madison St, Los Angeles, CA 90001,11.95
87610,233335,AAA Batteries (4-pack),1.0,2.99,07/12/19,445 4th St, Dallas, TX 75001,2.99
87611,233336,Lightning Charging Cable,1.0,14.95,07/28/19,485 South St, San Francisco, CA 94016,14.95
87612,233337,USB-C Charging Cable,1.0,11.95,07/15/19,883 Highland St, San Francisco, CA 94016,11.95
87613,233338,27in 4K Gaming Monitor,1.0,389.99,07/05/19,964 Hill St, San Francisco, CA 94016,389.99
87614,233339,Apple Airpods Headphones,1.0,150.0,07/28/19,339 Cherry St, Austin, TX 73301,150.0
87615,233340,AAA Batteries (4-pack),1.0,2.99,07/20/19,906 Meadow St, San Francisco, CA 94016,2.99
87616,233341,ThinkPad Laptop,1.0,999.99,07/25/19,553 8th St, New York City, NY 10001,999.99
87617,233342,Lightning Charging Cable,1.0,14.95,07/21/19,261 River St, San Francisco, CA 94016,14.95
87618,233343,LG Dryer,1.0,600.0,07/12/19,379 14th St, Austin, TX 73301,600.0
87619,233344,Lightning Charging Cable,2.0,14.95,07/05/19,349 Sunset St, New York City, NY 10001,29.9
87620,233345,Apple Airpods Headphones,1.0,150.0,07/07/19,769 Jackson St, Atlanta, GA 30301,150.0
87621,233346,AAA Batteries (4-pack),2.0,2.99,07/19/19,53 4th St, San Francisco, CA 94016,5.98
87622,233347,Wired Headphones,1.0,11.99,07/26/19,47 Hill St, Austin, TX 73301,11.99
87623,233348,27in FHD Monitor,1.0,149.99,07/19/19,666 North St, Atlanta, GA 30301,149.99
87624,233349,USB-C Charging Cable,2.0,11.95,07/14/19,54 Hickory St, San Francisco, CA 94016,23.9
87625,233350,AA Batteries (4-pack),1.0,3.84,07/29/19,80 Sunset St, Boston, MA 02215,3.84
87626,233351,Wired Headphones,1.0,11.99,07/04/19,126 West St, Seattle, WA 98101,11.99
87627,233352,Lightning Charging Cable,2.0,14.95,07/02/19,340 Center St, San Francisco, CA 94016,29.9
87628,233353,Wired Headphones,1.0,11.99,07/09/19,74 Maple St, Portland, ME 04101,11.99
87629,233354,USB-C Charging Cable,1.0,11.95,07/21/19,631 Hill St, Boston, MA 02215,11.95
87630,233355,LG Dryer,1.0,600.0,07/08/19,579 13th St, Atlanta, GA 30301,600.0
87631,233356,27in FHD Monitor,1.0,149.99,07/05/19,224 Church St, Los Angeles, CA 90001,149.99
87632,233357,Apple Airpods Headphones,1.0,150.0,07/04/19,492 Willow St, Los Angeles, CA 90001,150.0
87633,233358,Bose SoundSport Headphones,1.0,99.99,07/14/19,905 Lincoln St, Los Angeles, CA 90001,99.99
87634,233359,Apple Airpods Headphones,1.0,150.0,07/28/19,357 13th St, San Francisco, CA 94016,150.0
87635,233360,20in Monitor,1.0,109.99,07/21/19,908 Chestnut St, New York City, NY 10001,109.99
87636,233361,LG Washing Machine,1.0,600.0,07/07/19,434 14th St, Los Angeles, CA 90001,600.0
87637,233362,AAA Batteries (4-pack),1.0,2.99,07/25/19,494 Jackson St, New York City, NY 10001,2.99
87638,233363,34in Ultrawide Monitor,1.0,379.99,07/04/19,996 Pine St, New York City, NY 10001,379.99
87639,233364,20in Monitor,1.0,109.99,07/12/19,249 Sunset St, San Francisco, CA 94016,109.99
87640,233365,USB-C Charging Cable,1.0,11.95,07/16/19,181 South St, Portland, OR 97035,11.95
87641,233366,USB-C Charging Cable,1.0,11.95,07/06/19,767 Park St, New York City, NY 10001,11.95
87642,233367,Wired Headphones,1.0,11.99,07/21/19,428 Forest St, Los Angeles, CA 90001,11.99
87643,233368,iPhone,1.0,700.0,07/26/19,386 Elm St, San Francisco, CA 94016,700.0
87644,233368,Lightning Charging Cable,1.0,14.95,07/26/19,386 Elm St, San Francisco, CA 94016,14.95
87645,233369,USB-C Charging Cable,1.0,11.95,07/17/19,106 Cherry St, San Francisco, CA 94016,11.95
87646,233370,Wired Headphones,1.0,11.99,07/14/19,634 Meadow St, San Francisco, CA 94016,11.99
87647,233371,Flatscreen TV,1.0,300.0,07/07/19,554 River St, Portland, OR 97035,300.0
87648,233372,27in 4K Gaming Monitor,1.0,389.99,07/24/19,601 Highland St, Los Angeles, CA 90001,389.99
87649,233373,20in Monitor,1.0,109.99,07/26/19,782 Park St, New York City, NY 10001,109.99
87650,233374,Google Phone,1.0,600.0,07/08/19,36 Adams St, Los Angeles, CA 90001,600.0
87651,233374,USB-C Charging Cable,1.0,11.95,07/08/19,36 Adams St, Los Angeles, CA 90001,11.95
87652,233375,USB-C Charging Cable,1.0,11.95,07/16/19,946 2nd St, New York City, NY 10001,11.95
87653,233376,AAA Batteries (4-pack),1.0,2.99,07/25/19,408 8th St, Boston, MA 02215,2.99
87654,233377,Flatscreen TV,1.0,300.0,07/15/19,813 Jackson St, San Francisco, CA 94016,300.0
87655,233378,27in FHD Monitor,1.0,149.99,07/06/19,540 Pine St, San Francisco, CA 94016,149.99
87656,233379,USB-C Charging Cable,1.0,11.95,07/26/19,131 South St, New York City, NY 10001,11.95
87657,233380,Lightning Charging Cable,1.0,14.95,07/22/19,636 Chestnut St, Atlanta, GA 30301,14.95
87658,233381,Google Phone,1.0,600.0,07/30/19,690 10th St, New York City, NY 10001,600.0
87659,233382,AA Batteries (4-pack),1.0,3.84,07/07/19,146 Jackson St, Boston, MA 02215,3.84
87660,233383,AA Batteries (4-pack),1.0,3.84,07/13/19,966 Chestnut St, Portland, OR 97035,3.84
87661,233384,USB-C Charging Cable,1.0,11.95,07/23/19,72 Cedar St, Atlanta, GA 30301,11.95
87662,233385,iPhone,1.0,700.0,07/21/19,918 4th St, Boston, MA 02215,700.0
87663,233386,iPhone,1.0,700.0,07/27/19,925 Park St, Austin, TX 73301,700.0
87664,233386,Lightning Charging Cable,1.0,14.95,07/27/19,925 Park St, Austin, TX 73301,14.95
87665,233387,iPhone,1.0,700.0,07/13/19,442 Hill St, New York City, NY 10001,700.0
87666,233388,Google Phone,1.0,600.0,07/12/19,784 South St, San Francisco, CA 94016,600.0
87667,233389,AAA Batteries (4-pack),1.0,2.99,07/25/19,330 Main St, Los Angeles, CA 90001,2.99
87668,233390,Bose SoundSport Headphones,1.0,99.99,07/01/19,833 8th St, New York City, NY 10001,99.99
87669,233391,34in Ultrawide Monitor,1.0,379.99,07/21/19,686 Madison St, Boston, MA 02215,379.99
87670,233392,USB-C Charging Cable,1.0,11.95,07/22/19,224 Madison St, New York City, NY 10001,11.95
87671,233393,iPhone,1.0,700.0,07/07/19,81 Adams St, New York City, NY 10001,700.0
87672,233394,iPhone,1.0,700.0,07/25/19,967 South St, San Francisco, CA 94016,700.0
87673,233395,AA Batteries (4-pack),1.0,3.84,07/28/19,248 Walnut St, Dallas, TX 75001,3.84
87674,233396,USB-C Charging Cable,1.0,11.95,07/13/19,888 South St, New York City, NY 10001,11.95
87675,233397,27in 4K Gaming Monitor,1.0,389.99,07/12/19,905 Cedar St, Atlanta, GA 30301,389.99
87676,233398,iPhone,1.0,700.0,07/08/19,902 Park St, San Francisco, CA 94016,700.0
87677,233399,Apple Airpods Headphones,1.0,150.0,07/09/19,339 11th St, New York City, NY 10001,150.0
87678,233400,iPhone,1.0,700.0,07/12/19,782 2nd St, Boston, MA 02215,700.0
87679,233400,Lightning Charging Cable,1.0,14.95,07/12/19,782 2nd St, Boston, MA 02215,14.95
87680,233401,USB-C Charging Cable,1.0,11.95,07/02/19,771 5th St, Boston, MA 02215,11.95
87681,233402,Flatscreen TV,1.0,300.0,07/27/19,889 7th St, San Francisco, CA 94016,300.0
87682,233403,USB-C Charging Cable,2.0,11.95,07/22/19,245 1st St, San Francisco, CA 94016,23.9
87683,233404,AAA Batteries (4-pack),1.0,2.99,07/06/19,684 Washington St, Austin, TX 73301,2.99
87684,233405,Lightning Charging Cable,1.0,14.95,07/30/19,163 Forest St, San Francisco, CA 94016,14.95
87685,233406,ThinkPad Laptop,1.0,999.99,07/17/19,998 1st St, Austin, TX 73301,999.99
87686,233407,Bose SoundSport Headphones,1.0,99.99,07/06/19,399 Church St, Austin, TX 73301,99.99
87687,233408,Bose SoundSport Headphones,1.0,99.99,07/10/19,844 Madison St, Portland, OR 97035,99.99
87688,233409,iPhone,1.0,700.0,07/16/19,107 River St, Boston, MA 02215,700.0
87689,233410,Lightning Charging Cable,1.0,14.95,07/25/19,531 Lake St, Portland, OR 97035,14.95
87690,233411,27in 4K Gaming Monitor,1.0,389.99,07/12/19,216 North St, San Francisco, CA 94016,389.99
87691,233412,USB-C Charging Cable,1.0,11.95,07/20/19,489 Adams St, San Francisco, CA 94016,11.95
87692,233413,AA Batteries (4-pack),1.0,3.84,07/13/19,347 Pine St, Boston, MA 02215,3.84
87693,233414,Google Phone,1.0,600.0,07/14/19,674 Church St, New York City, NY 10001,600.0
87694,233415,Apple Airpods Headphones,1.0,150.0,07/17/19,802 4th St, New York City, NY 10001,150.0
87695,233416,AAA Batteries (4-pack),4.0,2.99,07/05/19,265 Center St, Seattle, WA 98101,11.96
87696,233417,Wired Headphones,1.0,11.99,07/17/19,268 Jackson St, Los Angeles, CA 90001,11.99
87697,233418,Lightning Charging Cable,1.0,14.95,07/28/19,228 1st St, Dallas, TX 75001,14.95
87698,233419,AA Batteries (4-pack),1.0,3.84,07/18/19,704 Cherry St, San Francisco, CA 94016,3.84
87699,233420,27in FHD Monitor,1.0,149.99,07/16/19,366 14th St, San Francisco, CA 94016,149.99
87700,233421,USB-C Charging Cable,2.0,11.95,07/19/19,69 Adams St, Boston, MA 02215,23.9
87701,233422,Apple Airpods Headphones,1.0,150.0,07/25/19,701 North St, San Francisco, CA 94016,150.0
87702,233423,AA Batteries (4-pack),1.0,3.84,07/19/19,982 Sunset St, New York City, NY 10001,3.84
87703,233424,Macbook Pro Laptop,1.0,1700.0,07/14/19,670 North St, Dallas, TX 75001,1700.0
87704,233425,iPhone,1.0,700.0,07/22/19,669 Adams St, Dallas, TX 75001,700.0
87705,233425,Lightning Charging Cable,1.0,14.95,07/22/19,669 Adams St, Dallas, TX 75001,14.95
87706,233426,Wired Headphones,1.0,11.99,07/07/19,246 Highland St, Dallas, TX 75001,11.99
87707,233427,AA Batteries (4-pack),1.0,3.84,07/28/19,142 Pine St, San Francisco, CA 94016,3.84
87708,233428,34in Ultrawide Monitor,1.0,379.99,07/22/19,331 7th St, New York City, NY 10001,379.99
87709,233429,iPhone,1.0,700.0,07/01/19,493 4th St, Los Angeles, CA 90001,700.0
87710,233430,Apple Airpods Headphones,1.0,150.0,07/19/19,82 Maple St, San Francisco, CA 94016,150.0
87711,233431,Google Phone,1.0,600.0,07/29/19,996 Main St, San Francisco, CA 94016,600.0
87712,233432,Apple Airpods Headphones,1.0,150.0,07/08/19,999 4th St, Portland, OR 97035,150.0
87713,233433,AA Batteries (4-pack),2.0,3.84,07/09/19,834 Main St, San Francisco, CA 94016,7.68
87714,233433,Apple Airpods Headphones,1.0,150.0,07/09/19,834 Main St, San Francisco, CA 94016,150.0
87715,233434,Wired Headphones,1.0,11.99,07/27/19,253 Hill St, Portland, ME 04101,11.99
87716,233435,AA Batteries (4-pack),1.0,3.84,07/03/19,612 4th St, Los Angeles, CA 90001,3.84
87717,233436,AA Batteries (4-pack),2.0,3.84,07/06/19,727 Johnson St, San Francisco, CA 94016,7.68
87718,233437,Lightning Charging Cable,1.0,14.95,07/10/19,512 Hickory St, Atlanta, GA 30301,14.95
87719,233438,27in 4K Gaming Monitor,1.0,389.99,07/21/19,392 Church St, San Francisco, CA 94016,389.99
87720,233439,Bose SoundSport Headphones,1.0,99.99,07/20/19,234 Lincoln St, Dallas, TX 75001,99.99
87721,233440,USB-C Charging Cable,1.0,11.95,07/23/19,759 Sunset St, Atlanta, GA 30301,11.95
87722,233441,Lightning Charging Cable,1.0,14.95,07/11/19,185 5th St, Los Angeles, CA 90001,14.95
87723,233442,Lightning Charging Cable,2.0,14.95,07/11/19,125 Jackson St, San Francisco, CA 94016,29.9
87724,233443,AA Batteries (4-pack),1.0,3.84,07/31/19,963 11th St, Austin, TX 73301,3.84
87725,233444,Lightning Charging Cable,4.0,14.95,07/12/19,740 Jefferson St, Boston, MA 02215,59.8
87726,233445,USB-C Charging Cable,1.0,11.95,07/04/19,523 Spruce St, Dallas, TX 75001,11.95
87727,233446,AA Batteries (4-pack),1.0,3.84,07/09/19,529 11th St, San Francisco, CA 94016,3.84
87728,233447,AAA Batteries (4-pack),1.0,2.99,07/07/19,293 West St, San Francisco, CA 94016,2.99
87729,233448,Lightning Charging Cable,1.0,14.95,07/28/19,147 6th St, San Francisco, CA 94016,14.95
87730,233449,LG Washing Machine,1.0,600.0,07/27/19,777 Cedar St, New York City, NY 10001,600.0
87731,233450,iPhone,1.0,700.0,07/12/19,693 8th St, Dallas, TX 75001,700.0
87732,233451,AA Batteries (4-pack),1.0,3.84,07/23/19,39 Washington St, New York City, NY 10001,3.84
87733,233452,AAA Batteries (4-pack),1.0,2.99,07/04/19,6 Washington St, Los Angeles, CA 90001,2.99
87734,233453,LG Dryer,1.0,600.0,07/19/19,941 Maple St, Los Angeles, CA 90001,600.0
87735,233454,Lightning Charging Cable,1.0,14.95,07/20/19,688 Jackson St, New York City, NY 10001,14.95
87736,233455,Lightning Charging Cable,1.0,14.95,07/23/19,312 11th St, San Francisco, CA 94016,14.95
87737,233456,34in Ultrawide Monitor,1.0,379.99,07/16/19,428 Sunset St, New York City, NY 10001,379.99
87738,233457,USB-C Charging Cable,1.0,11.95,07/04/19,878 Hickory St, Portland, ME 04101,11.95
87739,233458,20in Monitor,1.0,109.99,07/30/19,717 13th St, Atlanta, GA 30301,109.99
87740,233459,Flatscreen TV,1.0,300.0,07/04/19,750 9th St, San Francisco, CA 94016,300.0
87741,233460,34in Ultrawide Monitor,1.0,379.99,07/18/19,552 Spruce St, New York City, NY 10001,379.99
87742,233461,AAA Batteries (4-pack),1.0,2.99,07/29/19,340 Chestnut St, New York City, NY 10001,2.99
87743,233462,34in Ultrawide Monitor,1.0,379.99,07/14/19,756 Willow St, Portland, ME 04101,379.99
87744,233463,AA Batteries (4-pack),2.0,3.84,07/17/19,663 Jackson St, San Francisco, CA 94016,7.68
87745,233464,Apple Airpods Headphones,1.0,150.0,07/11/19,32 Wilson St, Atlanta, GA 30301,150.0
87746,233465,Wired Headphones,1.0,11.99,07/18/19,869 10th St, Boston, MA 02215,11.99
87747,233466,27in 4K Gaming Monitor,1.0,389.99,07/05/19,988 Walnut St, Los Angeles, CA 90001,389.99
87748,233467,AAA Batteries (4-pack),2.0,2.99,07/28/19,871 Hill St, Los Angeles, CA 90001,5.98
87749,233468,Wired Headphones,2.0,11.99,07/03/19,4 Ridge St, Dallas, TX 75001,23.98
87750,233468,AA Batteries (4-pack),1.0,3.84,07/03/19,4 Ridge St, Dallas, TX 75001,3.84
87751,233469,AA Batteries (4-pack),1.0,3.84,07/26/19,228 Lakeview St, Los Angeles, CA 90001,3.84
87752,233470,AAA Batteries (4-pack),1.0,2.99,07/07/19,40 Jefferson St, Boston, MA 02215,2.99
87753,233471,Apple Airpods Headphones,1.0,150.0,07/13/19,726 Lakeview St, Portland, OR 97035,150.0
87754,233472,USB-C Charging Cable,1.0,11.95,07/27/19,510 Hill St, New York City, NY 10001,11.95
87755,233473,Wired Headphones,1.0,11.99,07/30/19,756 Jefferson St, San Francisco, CA 94016,11.99
87756,233474,Apple Airpods Headphones,1.0,150.0,07/01/19,605 1st St, Atlanta, GA 30301,150.0
87757,233475,USB-C Charging Cable,1.0,11.95,07/16/19,887 4th St, New York City, NY 10001,11.95
87758,233476,34in Ultrawide Monitor,1.0,379.99,07/17/19,236 West St, Portland, OR 97035,379.99
87759,233477,27in FHD Monitor,1.0,149.99,07/06/19,538 12th St, Seattle, WA 98101,149.99
87760,233478,Macbook Pro Laptop,1.0,1700.0,07/12/19,579 Forest St, Los Angeles, CA 90001,1700.0
87761,233479,USB-C Charging Cable,1.0,11.95,07/10/19,98 Pine St, Atlanta, GA 30301,11.95
87762,233480,Bose SoundSport Headphones,1.0,99.99,07/25/19,876 Hill St, Boston, MA 02215,99.99
87763,233481,Apple Airpods Headphones,1.0,150.0,07/22/19,288 6th St, San Francisco, CA 94016,150.0
87764,233482,Apple Airpods Headphones,1.0,150.0,07/28/19,411 South St, San Francisco, CA 94016,150.0
87765,233483,Apple Airpods Headphones,1.0,150.0,07/02/19,639 7th St, Dallas, TX 75001,150.0
87766,233484,Macbook Pro Laptop,1.0,1700.0,07/25/19,7 11th St, Seattle, WA 98101,1700.0
87767,233485,AA Batteries (4-pack),1.0,3.84,07/21/19,241 Adams St, Los Angeles, CA 90001,3.84
87768,233486,Lightning Charging Cable,1.0,14.95,07/21/19,94 Dogwood St, Los Angeles, CA 90001,14.95
87769,233487,Apple Airpods Headphones,1.0,150.0,07/08/19,838 Jefferson St, San Francisco, CA 94016,150.0
87770,233488,27in FHD Monitor,1.0,149.99,07/14/19,326 Center St, San Francisco, CA 94016,149.99
87771,233489,AAA Batteries (4-pack),1.0,2.99,07/21/19,251 Wilson St, New York City, NY 10001,2.99
87772,233490,Macbook Pro Laptop,1.0,1700.0,07/08/19,425 Lake St, New York City, NY 10001,1700.0
87773,233491,34in Ultrawide Monitor,1.0,379.99,07/02/19,343 Pine St, Los Angeles, CA 90001,379.99
87774,233492,Wired Headphones,1.0,11.99,07/16/19,197 10th St, San Francisco, CA 94016,11.99
87775,233493,Flatscreen TV,1.0,300.0,07/03/19,336 Madison St, San Francisco, CA 94016,300.0
87776,233494,USB-C Charging Cable,1.0,11.95,07/13/19,216 8th St, Boston, MA 02215,11.95
87777,233495,AAA Batteries (4-pack),1.0,2.99,07/17/19,56 Chestnut St, Portland, ME 04101,2.99
87778,233496,Apple Airpods Headphones,1.0,150.0,07/23/19,687 Dogwood St, New York City, NY 10001,150.0
87779,233497,27in FHD Monitor,1.0,149.99,07/10/19,94 Pine St, Atlanta, GA 30301,149.99
87780,233498,AAA Batteries (4-pack),1.0,2.99,07/19/19,216 13th St, Dallas, TX 75001,2.99
87781,233499,AA Batteries (4-pack),1.0,3.84,07/08/19,660 South St, San Francisco, CA 94016,3.84
87782,233500,USB-C Charging Cable,1.0,11.95,07/08/19,848 9th St, Boston, MA 02215,11.95
87783,233501,Bose SoundSport Headphones,1.0,99.99,07/27/19,23 10th St, Seattle, WA 98101,99.99
87784,233502,AAA Batteries (4-pack),2.0,2.99,07/12/19,771 1st St, Boston, MA 02215,5.98
87785,233503,Lightning Charging Cable,1.0,14.95,07/18/19,665 Johnson St, Boston, MA 02215,14.95
87786,233504,27in FHD Monitor,1.0,149.99,07/29/19,259 6th St, Los Angeles, CA 90001,149.99
